"","callPrice","putPrice","BSMcall","BSMput","strike","expiryDate","X","callD","putD","leftside","rightside","parity","PdiffParity"
"2296",699.4,77.3,622.111398768223,1.62393479065134e-191,2625,2021-06-18,4539,77.2886012317766,77.3,3184.75888597867,3161.28205987985,23.4768260988244,0.00737161805315443
"2297",679,81.25,597.773671294417,3.11966708708797e-175,2650,2021-06-18,4540,81.2263287055835,81.25,3188.02897060704,3165.23205987985,22.7969107271929,0.00715078530884619
"2298",658.65,85.4,573.43594382061,8.15315639206170e-160,2675,2021-06-18,4541,85.2140561793898,85.4,3191.34905523541,3169.38205987985,21.9669953555613,0.00688329448623753
"2299",638.55,89.55,549.098216346804,3.05455417985678e-145,2700,2021-06-18,4542,89.4517836531961,89.55,3194.91913986378,3173.53205987985,21.3870799839292,0.00669409116402272
"2300",618.55,93.95,524.760488872997,1.72564774157415e-131,2725,2021-06-18,4543,93.7895111270025,93.95,3198.58922449215,3177.93205987985,20.6571646122979,0.00645821115575657
"2301",598.7,98.55,500.422761399191,1.54382591175952e-118,2750,2021-06-18,4544,98.2772386008089,98.55,3202.40930912052,3182.53205987985,19.8772492406656,0.00620696710568973
"2302",579.05,103.2,476.085033925385,2.29328103167399e-106,2775,2021-06-18,4545,102.964966074615,103.2,3206.42939374888,3187.18205987985,19.2473338690347,0.00600273123323984
"2303",559.55,108.05,451.747306451578,5.92160306045232e-95,2800,2021-06-18,4546,107.802693548422,108.05,3210.59947837725,3192.03205987985,18.5674184974027,0.00578316249736244
"2304",540.2,113.15,427.409578977772,2.77856707271243e-84,2825,2021-06-18,4547,112.790421022228,113.15,3214.91956300562,3197.13205987985,17.7875031257709,0.00553279880792456
"2305",521.05,118.4,403.071851503966,2.47326462727604e-74,2850,2021-06-18,4548,117.978148496034,118.4,3219.43964763399,3202.38205987985,17.0575877541396,0.00529830952621692
"2306",502.1,123.8,378.734124030159,4.35385335634439e-65,2875,2021-06-18,4549,123.365875969841,123.8,3224.15973226236,3207.78205987985,16.3776723825076,0.00507967152452946
"2307",483.3,129.4,354.396396556353,1.57818151046138e-56,2900,2021-06-18,4550,128.903603443647,129.4,3229.02981689073,3213.38205987985,15.6477570108764,0.0048459623782427
"2308",464.7,135.2,330.058669082546,1.22493003152955e-48,2925,2021-06-18,4551,134.641330917454,135.2,3234.09990151909,3219.18205987985,14.9178416392442,0.00461267186960957
"2309",446.3,141.25,305.72094160874,2.11454380209251e-41,2950,2021-06-18,4552,140.57905839126,141.25,3239.36998614746,3225.23205987985,14.1379262676123,0.00436440614319156
"2310",428.1,147.35,281.383214134933,8.42299318750363e-35,2975,2021-06-18,4553,146.716785865067,147.35,3244.84007077583,3231.33205987985,13.508010895981,0.0041629203909428
"2311",410.15,153.75,257.045486661127,8.02406153489059e-29,3000,2021-06-18,4554,153.104513338873,153.75,3250.5601554042,3237.73205987985,12.8280955243495,0.00394642612690068
"2312",393.15,160.35,232.707759187321,1.89280547686866e-23,3025,2021-06-18,4555,160.442240812679,160.35,3257.23024003257,3244.33205987985,12.8981801527179,0.00395986135526882
"2313",375.75,167.05,208.370031713514,1.14372458240373e-18,3050,2021-06-18,4556,167.379968286486,167.05,3263.50032466094,3251.03205987985,12.468264781086,0.00382051893387857
